pid,asr_text,asr_language,asr_char_count
POST00000714,The entertainment act Mickey's not so scary Halloween party,en,59
POST00000719,"Or myself Ooh, I'm blinded by the light No, I can't sleep in it till I feel your attention I said, ooh, I'm drowning in the light Oh, why don't I think it's gonna work now Just, oh, oh, oh",en,188
POST00002873,AHHHHH! AHHHHH! AHHHHH!,en,23
POST00002804,UHHHH рок AHHHH thou HU Innen AHHHH You,en,39
POST00002785,"So one of my favorite hacks is going to the Alphamar. That's right across the street from Lizzie. And you can get canned cocktails for less than $5. If you want to, you know, pre-game and not pay. 15 between dollars worth of a televiz.",en,235
POST00001550,"Um, life is good though. I want you all to see that life is great. Your life is great too. Have a good time.",en,108
POST00002157,"It's a windy day, but I'm the only one here, so I have the beach. It's high tide. Really high tide. No, like normal. Wow, it's so nice here. Missed a bull tide at the all the way.",en,179
POST00000099,Oh She said she said she said she's from Hawaii. Do you know how to secure and Japanese? Kualaay,en,96
POST00001218,"What do locals really think about people who move to Hawaii? All right, I'm from Hawaii. Amazing question. Here's what I have to ask you. I understand that Hawaii has the values embedded within our culture that you admire and you aspire to raise your children in. I understand that most places around America do not have these values, these belief systems embedded in its inherent heartbeat in the people. Everybody wants the best",en,430
POST00003160,"Alright, broda. Alright, okay see stuff. What's your name and where you from? From Everbeats. Alright, actually get a good school. Everybody gonna be asking me what's your Alright, thank you very much",en,200
POST00000516,"This is... This is... Go! Go! Go! Nothing can stop me, I'm all the way up! I'm all the way up! All the way up! All I am!",en,120
POST00002046,"Come with me to explore around my grim-parent stuff. Trust me, this is a good one you'll want to stay to the end. I started off going into my neighbor's boat basin. This is where you can find crocs, a proceed with caution, but the mangroves are so pretty over here. And we found a bunch of lobsters to say hi to. I always have to tickle every single lobster I see. It's just a rule. In order to get in the basin, you have to go over this tall grass and, oh, it cursed me out every time. There wasn't much going on in there, but look how squishy the floor is in the basin. The next stack on my list is a little bit further, so it was quite the swim, but I did find this cute little shell on the way. Now, this talk we call the Russian Z.",en,736
POST00001822,"Hi guys, come with me to swim under my grandparents' dock. When you first go under there, there's just a bunch of rocks, but if you look under the rocks, there's all these little lobsters hiding. There are tons of them under there. I think this day I counted 15 or more, and then there's all these little fishes that also live there. Of course, we got to tickle our little lobster friends. They love this. I actually don't know if they do, but I always do it. And then we swim over to explore our neighbor's docks. I got a little attacked by my dog that was trying to save me.",en,576
POST00003751,Are you kids watching rem themed pre 추,en,38
POST00001872,"You just gotta keep living man, L-I-B-I-N.",en,42
POST00001514,Do you let me go?,en,17
POST00003138,El mundo empatía el alico de gato Desagadado Empatía,es,52
POST00002172,You don't have to leave the US to find this paradise.,en,53
POST00001226,I think I've seen this moment before And I didn't like the ending I'm not sure problem anymore,en,94
POST00003471,of disturbing climate change waters off south Florida. a shot of Manit Bay where a the water temperature at 100 degrees last night if confirmed a global record high. It is shower and is a typical set tub that you mentioned is and was recorded at a depth this shallow murky water and water distribution of,en,304
POST00000508,"Come with us to theater of the sea located in Islamorada, Florida. This is a marine sanctuary that is open to the public. You can come in for $45 a doll, $35 kids over three. You can come see sea turtles, stingrays, shark crocodiles, alligators, sea lions, dolphins. They have shows, attractions running at all hours of the day. And you can also choose to book additional experiences that include swimming dolphins, sea lions, you name it even the sharks, give an age of...",en,473
POST00002106,Oh my gosh!,en,11
POST00003265,"Me gusta los aviones, me gusta esto Me gusta la mañana, me gusta esto Me gusta el viento, me gusta esto Me gusta soñar",es,118
POST00002962,you,en,3
POST00002462,located in Key West Florida. It's a house boat located in the middle of the water and it's anchored. Bro you can be fucked!,en,123
POST00001508,"Started to cry but then remember that I I can buy myself flowers Rhyme I'm aiming to say I'm talking to myself for hours Sick things you don't understand I can take myself that deep And I can hold my head Yeah, I can love you",en,225
POST00002353,"Hey hey hey everybody! Spend the day in the life of me! Hand me the green tea tunnel! I start every day with a greeting from my caretakers. They say, good morning, Henry! And then I usually do something called a Meet the Sea Turtle Program. This is where people that visit the park get to feed me lettuce. Just like this! But of course, my caretakers bring me my own bucket of food made just for me. Sometimes it has peppers, quench.",en,433
POST00000807,"We took our toddler for seven hours in the air, and this is what I brought for him. Dipers, of course, changing mat and wipes. This snack box was a game changer. He loved having all of the options. This puppet he didn't actually use, I got him posted notes to stick on the walls, mustaches to stick on us, stickers, and these jelly window clings to put on the windows and the tray table. Those were a hit. This is a reusable sticker book. Then in his coloring book packet, I got this water wow from Melissa.",en,507
POST00001420,"If you're traveling with the toddler, don't forget these. A travel first aid kit that has everything you need to take care of out cheese and its TSA approved. Cleaning and sanitizing reinforcement, these are to help with inflate iridescumfer. Last is a travel potty seat. It has suction cups to stay put and you can easily fold it away when you're done. And it also comes with a travel bag.",en,390
POST00001566,"If you're flying with a toddler here's everything you're going to want to bring on the plane. Snacks and lots of them bonus points. If you put them in fun containers, make sure you bring empty water bottles, spare divers and extra pair of pants just in case. Did I mention snacks more snacks? Also bring their iPad, download their favorite episodes or some fun apps and a couple of toys and you should be good to go.",en,416
POST00001167,"I'm a killer, you rappers, I'm an A-Wolpa Sidd. They was rocking with your ass till they made it to Sidd.",en,105
POST00001769,Ultimate toddler travel hack if you're flying with your toddler coming up this one's for you We purchased this blow up pillow off of Amazon it came with a pump and it fills the space in between Your seat as well as the seat or tray tumble in front of you This allows your toddler to stretch out during nap time or just lounging it was a game changer,en,349
POST00002512,We did a 13 hour flight to Hawaii with our two toddlers. Each of our kiddos got a backpack full of toys and activities and snacks. One of the most important parts was making sure everything was prepped beforehand so there was no packaging to deal with on the flight. This little magnet board did not take up a lot of space and it was super fun. It definitely kept the girls busy. We also got this Bluey Sticker activity book and one of my favorite finds was this $4 magnet frozen board. My girls love this and it kept them entertained for hours. I also packed a note pan stickers.,en,580
POST00001449,You ready? Let's go! Yeah! For those of you that want to know what we're all about!,en,83
POST00002831,"Every day is hot, water Every good girl needs a little Every black boy needs a little love Every day I'ma pick it up A-buff up, water needs a little Every good girl needs a little love Every black boy needs a little love Every day I'ma pick it up",en,246
POST00001569,Here are top three travel tips for traveling with a toddler. Number one is to have one adult wear out the child while the other adult boards early and gets everything settled. Number two is to travel with a travel stroller. One that specifically fits in the overhead compartment. It has saved us from ever breaking a stroller. This is the Sparrow by Munchkin and we love it. Number three is to surprise your child with a new toy that never seen before. It really keeps them entertained.,en,486
POST00003040,"Ooh it wank♥ Get on, get on, get on, get",en,40
POST00001950,"It goes one by one even two by two everybody on the floor let me show you how we do let's go Dip it all in and bring it off, so I need up one time right back once more",en,167
POST00000771,"I will show you my favorite stroller that literally was the best purchase I've ever made. But when you're traveling to Italy with a stroller, you need to consider a few factors. So in a store in Italy, for example, stores and like, hallways and aisles are much smaller in Italy than they are in US, as well as cars and trunk space if there is any at all. Not only that, but roads here are much older and cobblestone if there is even cobblestone like it's really bumpy. It's a bumpy ride.",en,487
POST00002983,How can we not talk about family when family's on a week out? Everything I would do you was standing there by my side and night,en,127
POST00003081,"If you are a parent, let me change your life. This is the best thing we ever bought for airport travel. It folds up small enough to fit in the overhead bin, and my kid loves it. BuzzPAR only $70, linked in Amazon.",en,213
POST00003579,"other travel must have. I am traveling with my son so I need all the help I can get. That's why I packed his iPad, his headphones. I got this little box at Staples where I'm putting his car's rot tape, some Play-Doh, this I don't know giraffe thing. And this Gecko used to go in a while. I am also packing his travel potty. He likes to do number two in the potty. So, um, you know, it is what it is. I'm also packing a set of diapers just in case. I pack his water wow and this tray which is actually pretty cool but I",en,518
POST00003682,"One of my favorite products for ride chair is the ride safer travel vest and I have other videos about it and how to use it and I'll put those down here. I also have this linked in my Amazon store front if you want to look for it, but there are different sizes. I just have one in there, but you can look for sizes for bigger, smaller kids. What it is is basically a reverse booster seat. A booster seat lifts a child up so that the seat belt fits appropriately. And what this does is adjust the seat belt down to fit a child appropriately. It's really compact.",en,561
POST00003873,,en,0
POST00001776,"For helpful tips to surviving the airport with your toddler. Number one, make sure you get there early. There's nothing like trying to rush through the airport security and check in with the toddler. You're going to feel stressed, but so are they. Number two, make sure you let them run around. Burn that energy so they can rest on that plane. Number three, fuel them. Make sure they eat a big, hearty meal so you can save those snacks for the plane. And for try and book that flight for an app time.",en,500
POST00003204,This is God's country We turn the dirt and work until the weeks done we take a break and break break Don't son it and do it all again because we're proud to be from God's country I saw the light in a sunrise sitting back in the 40-on-the-body rainbow side getting baptized and holy water and shine with the dogs running,en,319
POST00001850,"Say by the sound of a been found XC whistle in the wind That I'll get you having bound the devil Went down to Georgia, but he didn't stick around This is God's country Yeah, we turn the third and work until the week's done We take a break and break bread on Sunday And do it all again, because we're proud to be from God's country Yeah!",en,336
POST00001574,"I'm on buttered, I have what I'm doing this whole my time already. Hopefully it worked.",en,87
POST00001154,"I saw the light in a sunrise, And back in a 40-on-the-buddy river, Side-getting, Baties and holy water, And shine with the dogs running.",en,136
POST00001911,"I'm in, say, by the sound of a pin found X, he whizzled in the wind Now the kids are heading bound, the devil went down to Georgia But he didn't stick around, this is God's country",en,180
POST00002284,"I don't know, I don't know You keep the cover of every single secret So afraid if someone saw them they would leave Somebody, somebody, somebody sees Somebody, somebody would never leave anyone Got only notes but you've been through Got only notes what they say about you Got only notes that's keeping you",en,305
POST00003664,"There's stayin' over a hayfield And men are stayin' back tonight You know, they should've lay with the winners now Me and her, I'm just ridein' around sometimes But whether I'm lookin' for him or not That's where I find y'all",en,225
POST00000445,"My oldest son has this way of things, a very, very profound things. And like a lot of kids, at very, you know, just normal times, you know. And when they were driving and he comes to me and he says, hey dad, so you're gonna die one day, huh? Huh? He's like, heavy hitter. And I was like, yeah, I didn't see this coming, son. Yeah, I will die. So I said to myself, I said, but man, hopefully God willing, you know, it's not for a number of years. One more time.",en,460
POST00001451,It sounds threatened by a hearted,en,33
POST00002666,"She like my boot, I like purple So I blew her back out when I left her in red Get it cuz blue and red equals purple So I blew her back out when I left her in red Don't let that go over your head",en,194
POST00003770,"Hey, that'll make you sneak in lane switch that's your side feet Yeah, hey, that'll make you turn to a million then we are rich that's your side Do the last one not to get the dog Don't waste our money on your bucket head holes No way, get the street, every break to cold Don't waste, get the place when they are patrol",en,319
POST00002002,1.6-3.1 2.48-4.1,nn,16
POST00000320,voice,en,5
POST00001987,1.5g of flour 1g of sugar 1g of baking powder 1g of baking powder 1g of baking powder 1g of baking powder 1g of baking powder,nn,125
POST00000547,,en,0
POST00002439,For those who complain about my prices. Versus Mind.,en,52
POST00003517,,en,0
POST00000251,"This is the most flavorful pasta I've ever made. I'm seriously telling you what to die for. Today we're not gonna be in a hurry at all. Just vibe out, relax. Why you mad? Whenever I'm making a heavier pasta, I like to use a lean cut of meat. And in this case, we're just using some chicken tenderloins. This is like the bottom attachment piece of the chicken breast. And I prefer so much over the rib meat. I'm just gonna lightly spread with a little avocado oil. I'm gonna simply start by using my favorite cajun seasoning, the spicy slap yamama. And as you already know, I like to get as generous as it can get. We're gonna put on our trusty gloves and give these a nice little toss. And obviously if it's like you're gonna remove these tenderloins.",en,751
POST00000848,"I've finally got around to making the viral pasta that I've been seeing all over TikTok and it was so worth it. I added my own little twist to it but I kept it basically the same. The recipe will be at the end of the video to pause on screenshot. And tomorrow on my website, whatsmopcooking.com, first you'll make some spaghetti sauce and boil up some penny pasta. Make some Alfredo sauce and this garlic and herb or some cheese is what's going to make it razzle dazzle. And you're going to mix the pasta in with the sauce.",en,523
POST00001783,I don't wanna lose you these times I wouldn't know I don't wanna lose you these times I wouldn't know,en,101
POST00001338,,en,0
POST00000873,"I have been seeing this spaghetti all over my for you page so I finally tried it and y'all it was so good. Start off by browning a pound of beef, add onions, bell pepper, season it with whatever you want, and then go ahead and add a little of your favorite spaghetti sauce. Let that simmer for a bit and then we can start working on our pasta. Today I'm using the Fasta Pasta Micro-Auth Pasta Cooker. You can measure, cook, and strain pasta all in one container. So while this is cooking, let's work on our Frito sauce. Melt a stick of butter, add an alo man's garlic, two cups of heavy...",en,589
POST00002856,terms,en,5
POST00002151,"We said cash out Puzzelle, but in fact, scratch that. I'ma see what's that just because you find us here. And I said, well, thank you, baby. Anything for my favorite lady? Well, I got a gold. It just let me know that I could pick up on my face. I got a hose. Might just be on this in different areas.",en,300
POST00002313,"marie meat chicken pasta at the lecdable recipe is so good. I'm happily married so you get a married as recipe. Let's get into it. First things first after your five chicken thighs have been washed and dried, cube them up, hit them with some oil and season with the following spices. From there, add them to a hot pan, let them sit for about 15 minutes, give it a nice mix, and then once you have a final temperature of 165, take them off. In the same pan, with all the flavor.",en,477
POST00003053,Interesting. It's nice to party all around.,en,43
POST00003530,Alright so last night for dinner I made this delicious chicken and broccoli pasta bake plenty of flavor and it doesn't take too long to make it's perfect for the fam let me show you guys how to get down on this one so I got a few chicken breasts that I had sliced in a half just a thin amount it also allows them to get like closer in size so that they cook more evenly I coated them with some avocado oil hidden with some of that kimmies just that much seasoning like a good amount of it yes that much and then some oil perpise season in and then some smoked paprika to finish these things off after a season of mub I give them,en,628
POST00002404,"This has to be some of the best pasta I've ever made. It was so cheesy, flavorful, and delicious and not to mention my family loved it. Here's how I made it. In a pan, I added ground beef and ground sausage and onion. Once my meat was cooked, I drained it and added tomato sauce, crushed tomatoes, and diced tomatoes. I seasoned with onion powder, garlic powder, cajun seasoning, black pepper, oregano, and sugar. Next, I added my cooked noodles to the sauce and I said them as-",en,478
POST00001067,"I charge $3,000 for these, and a lot of people I've been asking why, and all the way I think the question is a little bit disrespectful, I'll answer for people who are genuinely curious.",en,186
POST00002200,ma este sia vulout accounts c'è il mase benrett Amber sangui come datale andiamo! al mani,it,89
POST00001532,Cóngua Turn This the� Se me empieza aan Te diga los acabarán tu todo y me hayas sor drugs a nuestro je danced,es,110
POST00002269,lys,ko,3
POST00001356,,en,0
POST00000190,"The other thing is, my sister had a baby, and I took it over because she passed away, and then her baby lost its legs, and it's all her nerves, and I was nothing but a stump, but I still take care of her with my wife, and it's growing, and it's fairly happy, and it's difficult because I've been working a second shift at the factory to put food on the table, but all the love that I see in that little guy's face makes it worth it in the end.",en,443
POST00003601,ór,ko,2
POST00002460,"Shrim vs. Pron Tip senak beza antara udang dengan udang di pasah udang ada pengapit ke 3 tangan mana kalau udang puluh ada pengapit ke tangan yang hujung sahaja Hup, ini membantu Nggak betulkan sikit, salah terjeje mahan tuh Shrim bersama anggudang Pron bersama anggudang Maha, apa, thank you, dalam betul kan Iş, mak saya dah undang tetamu datang beraya di rumah nak masa udang Saya gila kedai nak beli udang takut latihan silap beli",ms,434
POST00002453,"Why does nobody cook shrimp? This is so easy. This is affordable. This was just delicious. Oh my God. Okay, here's what you'll need for this recipe. You obviously need shrimp. I got a pound of shrimp. It already has the skin taken off. It's ready to cook. All right, so you want some lemon. Love of garlic. It's zucchini. Get, you know, a good amount of zucchini. Okay, so first you just want to get the shrimp out, put it into a bowl. And then if there's still a little tail on some of the shrimp, you can just pull that right off. Okay, so now we're going to cut the ends off the zucchini and we're going to peel them, and then we're going to cut them up. All right, you're going to get the heat on medium on two..",en,716
POST00001385,"Let me show you how I make the easiest, most delicious pan-seared shrimp. I like to use large shrimp and yes, I leave the tails on all the favorite there and they appear larger. Pad dry them well with paper towel. Add them to a hot skillet with some oil and season generously with kosher salt. Here I have a spice blend. I like to use garlic powder, onion powder, paprika and chili powder. And then I just do that and I cook them for about a minute to two minutes but one minute on each side.",en,492
POST00002127,"What's the most expensive ship in here too? Oh, that's a hard question. Probably say the fancy red tiger actually. These are probably the most expensive right now. How much do they cost? They're currently going for 120. A piece. A hundred to a hundred and fifty was how much I paid for them. But your world champion from Vin Fish cost to a 9.5 grand.",en,350
POST00001137,To all the days we were together To all the time we were apart Love each other's lives,en,86
POST00000174,"easy garlic butter shrimp. Coat the shrimp with cornstarch, cayenne, paprika, black pepper, and salt. Add some olive oil butter and a lot of garlic and just saute. You're gonna add the coated shrimp and just let it cook. And that's pretty much it. I like to add some lemon juice and some parsley and I serve with rice.",en,318
POST00001463,"1,5kg 1,5kg 1kg 1kg 1kg 1kg 1kg 1kg 1kg 1.5% 1.5% 1.5% 1.5% 1.5% 1.5% 1.5%",nn,74
POST00003955,I never felt nothing like this With I like it I never felt I never felt nothing like this And I don't want it to win We can't be friends If I don't see you again I never felt nothing like this,ko,192
POST00002402,"That's okay. Oh, it's okay. I'm gonna pee. I'm gonna pee.",en,57
POST00001279,"If you grow all-stay, you come back I'll be right here.",en,55
POST00002182,I can as I know Y besonders Thank you,en,37
POST00000262,"Beat nuts, Mr. Math, you know how we go Shackable Retrink tonight",en,65
POST00001433,How much milk will I get? I want it!,en,36
POST00000223,"Let's go get sick breast milk for my baby. So my mom has shrubbed throw and I am with my mom all the day time So I know my head I'm gonna be sick. Here is the shelf of milk All right, let's grab this soup milk. Here's my little mini me. Hello, baby. Hi Just angry. We got lots of coven milk. COVID COVID. I leave all of our milk with what? Whatever I or the baby sick with so when someone else gets sick. I have milk with anybody's all right So here are two things of my shrub throw milk. I have a shiitana milk",en,511
POST00001692,"y le no hay preparado un rico roguitos de repollo rellenos aquí les dejo como los preparé muy bien para preparar, receta el roguitos es muy fácil miren, aquí tengo un repollo grande este es el farmas grande que encontré entre más grandes ustedes mejor y un kilo de nopales, 4 chiles poblanos, una rama de cilantro y para preparar el chile tengo 8 chiles guajillos, 8 chiles de árbol te me te voy a una cebolla, 1 jitomate y 2 dientes de ajo 6 de maíz y sal y que es un montenrejo, pues me voy a comenzar remojando los chiles",es,524
POST00003182,Чoursエ whole,nn,12
POST00003168,"vamos a preparar unos sicharrones, mire los la ve lechó un poquito de sal limón y después los enhuagé y aquí los tengo cocinando un poqu... unos 10-15 minutos cocinávolos lechó un poquitito de sal y un ajo y apenas lechó un pedazo de cebolla y... donde tal vamos a sacar el hilo encima, lo voy a sacar y lo voy a poner a freír y aquí están ya cocinados...",es,355
POST00002996,"Me dan chicas tengo que un poquito, una pelucina que no sabía que hacer, pero que voy a hacer este, este voy a hacer un poquito de arrochino y que hacen necesitas tener el arro cocinado, que no te quedes tan cocinado, este sueltecito, la zanahoria y tampoco no quiero echar a perder estas cosas, entonces la voy a hacer, miren chicas, ya tengo las zanahitas que le voy a echar,",es,377
POST00003452,"Estía siendo taquito dorado de follo, ya con yo hice la tortilla. Puedo hacerlo de masa así también con la masa así, pero lleva como masa serete, entonces me voy así, por más rápido se doran en un disco, delicioso, hasta tipo de pollo, o sea flautas. Ya aquí terminando nuestras flautas de pollo, quedaron muy ricas, muy ricas chicas.",es,334
POST00003119,voy a hacer estos pollo con tajadas ya aquí ya lo puse en limón mucho tiempo media hora en limón con sal esto es lo que voy a usar utilizando para condimentarlo ya aquí pues ya lo estoy condimentando lo voy a dejar que repose en tiempo y luego lo voy a pasar por harina para ponerlo a freír ya aquí ya lo estoy friendo,es,318
POST00003218,Sabes bien que yo Y vuelo a morar,es,33
POST00003891,Good Morning...,en,15
POST00001058,Desde el día que te fuiste Allí supe que las despedidas son muy tristes Nunca me imagino tu encerrar en su viaje A que ya siluciónes que de niños nos juramos Todos tus sentimientos nos guardaste en tu equipaje Y si esté consolarme en el riste yo te amo Y si esté en tu susto supe que sea,es,287
POST00002008,"Cocinando a mis hijos, consiguiéndolos con una soputa de hígodo vindito en casa Y puro brujo finio ya Hay ama Como dole",es,119
POST00003286,The,en,3
POST00003567,"¿Qué onda, cipotes? A compáñame a preparar la cena de hoy algo súper fácil y delicioso, unas costillitas terreses entomatadas. Que estas son las costillitas que voy a usar el día de hoy, yo las compré en la tienda de Sam's, así es que la vamos a picar entre ositos. Yo la pique entre ositos. Para condimentar ustedes ya saben que a mí no me falta la mostaza y también le agregamos al inglés o salsa perdings como la conozca. Le agregamos al al gusto, también ajo en polvo.",es,472
POST00003742,"Costillas para la familia. Costillas de cerdo, rubrojo, se van a la humador con cebolla, ajo y tomate. Un poco de tosino y que quede bien doradito. Mantequilla, harina, leche, queso, monterrella, cheddar fuerte y mojarelo. Tus macarrones favoritos y se me olvido ponerle sal y pimienta. Suponsela a la salsa de quesos. En una charola de horno, mas queso, pero hecha le sin miedo.",es,379
POST00002760,Así podemos dos mexicanos Ahoría el del río bravo En una siente escondida La ahorita mató a su novio Porque ella no la quería Y cuando traíba a casarse Nos mas保jas,es,163
POST00001773,"La verdad queda muy buenísimas aquí las dejo como la prepare. Ya pasé de lo que voy a necesitar por la preparar las dos ensaladas. 6 citomates, 6 pepinos, 2 chiles canarios o manzano como lo conozcan, 4 chiles serranos, 6 limones, 1 se voy a morada, 1 repollo chico, 1 ramito de cilantro, 3 aguacates, esto se va a compartir para las dos. 1 la voy a preparar 2 paquetitos de habitación de jaiba o surina y según como lo conozcan. 1 la voy a preparar 2 paquetitos de habitación de jaiba o surina y según como lo conozcan.",es,520
POST00002437,"No creerás lo fácil que es hacer esta merienda, queda deliciosa y es bien fácil de hacer. Para esta receta vamos a necesitar 4 alchichas, las cuales la vamos a cortar de la siguiente manera, así como lo estoy haciendo. Ya cortaba la reservaré, también vamos a necesitar 100 gramos de queso mozzarella, aunque puede usar el queso de tu preferencia, uno que se derrita muy bien. Este queso lo cortaremos primero en tiras y luego en cubos pequeños como lo estoy haciendo. Ahora en un palito de barbacoa vamos a intercalar salchicha y queso.",es,537
POST00003421,We could take that step to see If this is really gonna be All you gotta do is say yes All you gotta do is say yes Don't do now what you feel Let me and dress you fake Open up your mind just dress Open up your mind just dress,en,224
POST00002521,"These are the best Japanese souffle pancakes we've had in the US. We're at Moto T Cafe in LA where you can find these incredibly fluffy and airy pancakes. To make these, we have two souffle pancakes. Their teammates each batch from scratch using ingredients from Japan where their founder learned to make these. Of course, we each had to get a flavor, so we got their pistachio daifuku, which was filled with pistachio cream, topped with a thin layer of mochi, and dusted with mocha and pistachios. We also got their Nutella miso mousse pancake topped with Oreo crumbles.",en,571
POST00001682,"Hey it's Em from Maria Gressby's here with B.C. Good Food and I am currently obsessed with these banana pancakes. Why don't you try making them this pancake day? First combine self-raising flour, baking powder, sugar and salt in a bowl. Then add in your eggs and milk and whisk until well combined. Peel and slice your banana then coat them in your batter, fry on each side until golden and then serve up and enjoy!",en,415
POST00001359,역시 계 glands,ko,11
POST00001161,"Hey, what's in you? Where? Ananda, banga Baby, calm down, calm down Your disobey, you put your maths for lockdown For lockdown, for lockdown Your use, we life for town For town, if I tell you say I love you Norde from Yangau Who Yangau? Not me, no, no, no, no. Whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa. Baby, calm down, calm down, calm down...",yo,355
POST00002307,"But if you find the better, I think you're lucky enough When I'm with you I'll keep us news and miss the moment You're just too important I'm buying the money like you don't do I can't lose When I'm with you I can't just lose I'm miss the moment You're just too important Nobody do but I like you do You know",en,308
POST00003050,"Aquí te va la receta amiga, no es nada complicado. Yo utilizo esta mezcla que ya viene preparada y es que nada más le pones agua y tus pancakes están listos, pero obviamente me gusta regarle más cosas, voy a estar utilizando dos tazas aproximadamente la mezcla y casi las dos tazas de leche tú le vas calculando porque no quieres que tu mezcla te quede muy líquida pero tampoco demasiado espesa. Ya agrego mantequía de retida y las cantidades es depende cuántos pancakes vas a hacer yo todo lo hago al cálculo un poquito.",es,521
POST00003603,"It's not pussy I can do without one. Huh, I'm a big girl. It's not pussy I can do without one. Huh, I'm a big...",en,112
POST00000888,10 9 8 7 6 5 4 3 2 1 0,en,22
POST00003857,"5 signs that you're ovulating. Number 1, your libido is sky high and you want to head to the bedroom every minute of the day. Number 2, is your LH is going to get higher. You're going to see a dark line that's your LH surge. Number 3, you may notice a little bit of light spotting. Number 4, is going to be slippery, clear, and stretchy cervical mucus discharge vaginally. And lastly, number 5, you may notice some dull crepe in it, and you may be able to see a little bit of light spotting. Number 4, is your LH surge.",en,519
POST00002114,"We know trying to get pregnant can be an anxious time, so let's share some of our knowledge that will hopefully ease some of the anxiety. While easier said than done, try to avoid stress as it can actually delay ovulation. Make sure to put your health first. Not only can self-care reduce stress, but regular exercise and healthy eating can increase your chances of pregnancy. When you come off hormonal birth control, it may take some time for your body to get back to its natural state, so we recommend giving it that time.",en,525
POST00001498,"After ovulation, the egg lives for 12 to 24 hours, so it must be fertilized by a sperm during this time for a woman to become pregnant.",en,135
POST00001951,"Let's talk about what I like to call fertility 101. The reality is a fertility. It's a topic we should talk about when we're young, but we often don't. And I want to tell you this, time is critical. A more and more popular choice among women now is egg freezing, but it's not as much of a guarantee as you might think. So kicking off our Facing Fertility series on CBS Mornings on Monday, we'll talk about some of these topics. We'll talk with a fertility doctor who wants you to know this.",en,490
POST00000004,"Get over here! Take my study here, man! I'm so late!",en,52
POST00000927,"Ledy kirlport is not a problem or pregnancy, it is not a problem. For the mailing fordility, I am going to tell you something that you need to do in your diet. First of all, you need to do the sprouts in your diet. I don't even get strong sprouts. Especially if you can make the sprouts with on a Mung district. This is very best for you to make the sprouts.",hi,358
POST00001524,"What happens during fertilization? Ovalation occurs about once a month, usually about 12 to 15 days before the next menstrual bleeding. When an egg is mature, it detaches from the ovary and is captured by the fallopian tube, and this is ovulation. The sperm can stay alive for up to five days, equally waiting for the egg to arrive in the fallopian tube. The sperm can stay alive for up to five days, and this is ovulation.",en,423
POST00001325,"How does human implantation of an embryo work? After fertilization, the embryo lands in the uterus on day six, and it actually rolls along the surface finding its own spot like a lock and key. If this fails, we have tests and treatments to address it.",en,251
POST00000455,"What are five things I would never do as a fertility doctor? Number one, smoke cigarettes. Decreases your egg count, causes you to go to a menopause earlier, and causes an increase in genetic abnormalities of your eggs. Number two, not protect myself against STIs. Clamydia is a top cause of infertility, and even a mild infection can damage your fallopian tubes. Number three, be exposed to plastics unnecessarily. So drinking water out of plastics or heating up plastics, like in the microwave or the dishwasher, those plastics contain endocrine.",en,548
POST00003655,,en,0
POST00000176,"3. Secret Causes of Infertility 1. Climidia Having Climidia, which 70% of people never know they had, actually can cause damage to your fallopian tubes. A simple x-ray or ultrasound can help you figure this out. 2. There might not be sperm. Aseman analysis can help you figure this out. Recreational testosterone actually kills all the sperm. 3. If you're not getting a period, you're probably not ovulating. So see you doctor.",en,427
POST00001885,"We're also dealing with recurring UTIs. I'm going to show you how to dissipate the symptoms within minutes. Now I say this every time, but I'm shocked at how well this works. May need to repeat a few times a day, but when I tell you instant relief, run, don't walk. I'm going to take you down to my feet for this one. I really need a pedicure. So sorry. I'm going to be working mainly in this area of the foot. Find the heel of your foot and the bladder point is going to be right around here. We're just going to massage and circles. You can...",en,545
POST00001989,"So you just got diagnosed with a UTI and somebody you know and or parent has told you to drink some cranberry juice. I'm Dr. Hassan Bord certified trauma anesthesiologist and I'm here to tell you that that's BS. Cranberry juice for ages has been touted as a miracle juice that can prevent UTIs and or treat UTIs. And however that is a old adage, it has been proven with studies that it doesn't actually prevent UTIs and or treat UTIs, you can't drink cranberry juice and get out of a UTI. What you need to do.",en,509
POST00000376,music,en,5
POST00002778,"If you get UTIs, this video is for you, okay? I mean, I was getting UTIs all the time, like literally all the time. Even when I was celibate, I was still getting UTIs. Dehydrated UTI, little bit sick UTI. And my mom always got UTIs too. So her doctor put it on this and ever since we've done this, needed us to get UTIs. And we were like, literally frequent UTI get us. Here, Brex, you've probably heard of it if you get UTIs because you probably take it UTIs, get rid of that.",en,477
POST00002267,Oh,en,2
POST00000489,"Hey, 바름다워, 사랑스러워 그래 너, hey, 그래 바름다워 오빤 경남사, 에이",ko,46
POST00001900,"If you've ever had a urinary tract infection, stay tuned. I had six UTIs in one year and I dedicated my whole life to never getting one again. I started feeling like I was getting one so I quickly headed over to my nearest Whole Foods. The worst thing you could do for UTI is drink cranberry juice. It has a way to make sugar and the sugar actually makes the bite to grow a lot faster. You want to find something that has cranberry extract or cranberry concentrate.",en,465
